dir,pong_x,pong_y,bot_x,quality,win
-1,104,522,553,31,True
-1,50,513,526,13,True
-1,500,614,505,-109,False
-1,446,605,523,-82,False
-1,392,596,541,-55,False
-1,338,587,551,-36,False
-1,284,578,569,-9,False
-1,230,569,579,10,False
-1,176,560,561,1,False
-1,122,551,551,0,False
-1,140,542,549,7,False
-1,194,533,547,14,False
-1,248,524,533,9,False
-1,302,515,519,4,False
-1,356,506,537,31,False
-1,410,497,531,34,False
-1,464,488,525,37,False
-1,518,479,507,28,False
-1,572,470,505,35,False
-1,626,461,487,26,False
-1,680,452,469,17,False
-1,734,443,455,12,False
-1,788,434,453,19,False
-1,842,425,439,14,False
-1,860,416,419,3,True
-1,806,407,408,1,False
-1,752,398,410,12,False
-1,698,389,412,23,False
-1,644,380,394,14,False
-1,590,371,384,13,False
-1,536,362,370,8,False
-1,482,353,380,27,False
-1,428,344,378,34,False
-1,374,335,360,25,False
-1,320,326,342,16,False
-1,266,317,324,7,False
-1,212,308,326,18,False
-1,158,299,312,13,False
-1,104,290,294,4,False
-1,50,281,300,19,False
-1,500,406,282,-124,False
-1,446,397,300,-97,False
-1,392,388,318,-70,False
-1,338,379,336,-43,False
-1,284,370,354,-16,False
-1,230,361,372,11,False
-1,176,352,358,6,False
-1,122,343,372,29,False
-1,68,334,362,28,False
-1,14,325,380,55,False
-1,464,342,362,20,False
-1,410,333,344,11,False
-1,356,324,346,22,False
-1,302,315,328,13,False
-1,248,306,318,12,False
-1,194,297,316,19,False
-1,140,288,298,10,False
1,122,285,288,3,False
1,176,294,286,-8,False
1,230,303,296,-7,False
1,284,312,310,-2,False
1,338,321,322,1,False
1,392,330,332,2,False
1,446,339,350,11,False
1,500,348,348,0,False
1,554,357,338,-19,False
1,608,366,348,-18,False
1,662,375,366,-9,False
1,716,384,359,-25,True
1,770,393,368,-25,True
1,824,402,395,-7,True
0,878,411,401,-10,True
0,824,411,410,-1,True
0,770,411,425,14,True
0,716,411,410,-1,True
0,662,411,404,-7,False
0,608,411,406,-5,False
0,554,411,424,13,False
0,500,411,426,15,False
0,446,411,408,-3,False
0,392,411,426,15,False
0,338,411,416,5,False
0,284,411,414,3,False
0,230,411,408,-3,False
0,176,411,394,-17,False
0,122,411,412,1,False
0,68,411,418,7,False
0,14,411,432,21,False
0,464,182,414,232,False
0,410,182,396,214,False
0,356,182,378,196,False
0,302,182,360,178,False
0,248,182,342,160,False
0,194,182,324,142,False
0,140,182,306,124,False
0,86,182,288,106,False
0,32,182,270,88,False
0,482,264,264,0,False
0,428,264,266,2,False
0,374,264,272,8,False
0,320,264,270,6,False
0,266,264,264,0,False
0,212,264,272,8,False
0,158,264,274,10,False
0,104,264,268,4,False
0,50,264,270,6,False
0,500,346,252,-94,False
0,446,346,270,-76,False
0,392,346,288,-58,False
0,338,346,306,-40,False
0,284,346,324,-22,False
0,230,346,330,-16,False
0,176,346,346,0,False
0,122,346,356,10,False
1,140,352,354,2,False
1,194,361,352,-9,False
1,248,370,370,0,False
1,302,379,380,1,False
1,356,388,374,-14,False
1,410,397,388,-9,False
1,464,406,406,0,False
1,518,415,412,-3,False
1,572,424,418,-6,False
1,626,433,428,-5,False
1,680,442,435,-7,True
1,734,451,432,-19,True
1,788,460,459,-1,True
1,842,469,468,-1,True
-1,860,472,441,-31,True
-1,806,463,462,-1,True
-1,752,454,471,17,True
-1,698,445,444,-1,True
-1,644,436,437,1,False
-1,590,427,427,0,False
-1,536,418,425,7,False
-1,482,409,423,14,False
-1,428,400,417,17,False
-1,374,391,399,8,False
-1,320,382,381,-1,False
-1,266,373,375,2,False
-1,212,364,373,9,False
-1,158,355,363,8,False
-2,104,346,357,11,False
-2,158,328,339,11,False
-2,212,310,325,15,False
-2,266,292,311,19,False
-2,320,274,293,19,False
-2,374,256,275,19,False
-2,428,238,261,23,False
-2,482,220,251,31,False
-2,536,202,241,39,False
-2,590,184,223,39,False
-2,644,166,205,39,False
-2,698,148,187,39,False
-2,752,130,169,39,False
-2,806,112,145,33,True
1,860,100,124,24,True
1,842,103,109,6,True
1,788,112,112,0,True
1,734,121,108,-13,False
1,680,130,122,-8,False
1,626,139,132,-7,False
1,572,148,142,-6,False
1,518,157,156,-1,False
1,464,166,170,4,False
1,410,175,180,5,False
1,356,184,198,14,False
1,302,193,188,-5,False
1,248,202,206,4,False
1,194,211,216,5,False
1,140,220,224,4,False
0,125,226,226,0,False
0,188,226,224,-2,False
0,251,226,222,-4,False
0,314,226,232,6,False
0,377,226,222,-4,False
0,440,226,224,-2,False
0,503,226,210,-16,False
0,566,226,216,-10,True
0,629,226,237,11,True
0,692,226,234,8,True
0,755,226,231,5,True
0,818,226,216,-10,True
-2,881,226,231,5,True
-2,818,208,228,20,True
-2,755,190,213,23,True
-2,692,172,186,14,True
-2,629,154,168,14,False
-2,566,136,154,18,False
-2,503,118,136,18,False
-2,440,100,122,22,False
1,377,106,124,18,False
1,314,115,138,23,False
1,251,124,140,16,False
1,188,133,134,1,False
1,125,142,144,2,False
0,146,145,134,-11,False
0,209,145,144,-1,False
0,272,145,146,1,False
0,335,145,140,-5,False
0,398,145,146,1,False
0,461,145,146,1,False
0,524,145,136,-9,False
0,587,145,146,1,False
0,650,145,141,-4,True
0,713,145,138,-7,True
0,776,145,147,2,True
0,839,145,156,11,True
0,860,145,138,-7,True
0,797,145,144,-1,True
0,734,145,141,-4,True
0,671,145,138,-7,True
0,608,145,159,14,True
0,545,145,144,-1,True
0,482,145,143,-2,False
0,419,145,153,8,False
0,356,145,147,2,False
0,293,145,147,2,False
0,230,145,137,-8,False
0,167,145,147,2,False
-1,104,145,145,0,False
-1,167,136,143,7,False
-1,230,127,135,8,False
-1,293,118,133,15,False
-1,356,109,131,22,False
-1,419,100,113,13,False
1,482,107,115,8,False
1,545,116,117,1,True
1,608,125,126,1,True
1,671,134,135,1,True
1,734,143,138,-5,True
1,797,152,147,-5,True
1,860,161,153,-8,True
-2,839,152,168,16,True
-2,776,134,141,7,True
-2,713,116,126,10,True
1,650,98,105,7,True
1,587,107,96,-11,False
1,524,116,106,-10,False
1,461,125,116,-9,False
1,398,134,130,-4,False
1,335,143,136,-7,False
1,272,152,138,-14,False
1,209,161,156,-5,False
1,146,170,154,-16,False
0,125,176,168,-8,False
0,188,176,170,-6,False
0,251,176,188,12,False
0,314,176,186,10,False
0,377,176,180,4,False
0,440,176,186,10,False
0,503,176,178,2,False
0,566,176,164,-12,False
0,629,176,167,-9,True
0,692,176,158,-18,True
0,755,176,161,-15,True
0,818,176,173,-3,True
0,881,176,191,15,True
0,809,176,188,12,True
0,737,176,173,-3,True
0,665,176,170,-6,True
0,593,176,185,9,True
0,521,176,186,10,False
0,449,176,182,6,False
0,377,176,188,12,False
0,305,176,170,-6,False
0,233,176,170,-6,False
0,161,176,180,4,False
-1,105,175,190,15,False
-1,177,166,188,22,False
-1,249,157,182,25,False
-1,321,148,180,32,False
-1,393,139,170,31,False
-1,465,130,152,22,False
-1,537,121,134,13,False
-1,609,112,116,4,False
-1,681,103,116,13,True
1,753,104,110,6,True
1,825,113,113,0,True
0,865,120,122,2,True
0,793,120,125,5,True
0,721,120,122,2,True
0,649,120,124,4,False
0,577,120,120,0,False
0,505,120,122,2,False
0,433,120,124,4,False
0,361,120,134,14,False
0,289,120,122,2,False
0,217,120,124,4,False
0,145,120,122,2,False
0,73,120,124,4,False
0,1,120,122,2,False
0,436,160,136,-24,False
0,364,160,146,-14,False
0,292,160,152,-8,False
0,220,160,162,2,False
0,148,160,164,4,False
0,124,160,166,6,False
0,196,160,164,4,False
0,268,160,166,6,False
0,340,160,168,8,False
0,412,160,158,-2,False
0,484,160,160,0,False
0,556,160,158,-2,False
0,628,160,160,0,True
0,700,160,145,-15,True
0,772,160,166,6,True
0,844,160,151,-9,True
0,836,160,166,6,True
0,764,160,157,-3,True
0,692,160,157,-3,True
0,620,160,172,12,True
0,548,160,171,11,False
0,476,160,173,13,False
0,404,160,171,11,False
0,332,160,173,13,False
0,260,160,167,7,False
0,188,160,177,17,False
0,116,160,167,7,False
-2,156,146,161,15,False
-2,228,128,143,15,False
-2,300,110,125,15,False
1,372,101,111,10,False
1,444,110,97,-13,False
1,516,119,107,-12,False
1,588,128,125,-3,False
1,660,137,132,-5,True
1,732,146,141,-5,True
1,804,155,156,1,True
-2,876,164,171,7,True
-2,795,146,156,10,True
-2,714,128,129,1,True
-2,633,110,120,10,True
1,552,101,102,1,False
1,471,110,100,-10,False
1,390,119,102,-17,False
1,309,128,118,-10,False
1,228,137,128,-9,False
1,147,146,134,-12,False
-1,138,147,136,-11,False
-1,219,138,138,0,False
-1,300,129,128,-1,False
-1,381,120,124,4,False
-1,462,111,126,15,False
-1,543,102,116,14,False
1,624,105,100,-5,True
1,705,114,103,-11,True
1,786,123,121,-2,True
1,867,132,130,-2,True
-1,804,125,139,14,True
-1,723,116,124,8,True
-1,642,107,103,-4,True
1,561,100,106,6,False
1,480,109,108,-1,False
1,399,118,118,0,False
1,318,127,120,-7,False
1,237,136,134,-2,False
1,156,145,140,-5,False
2,129,157,154,-3,False
2,210,175,164,-11,False
2,291,193,178,-15,False
2,372,211,196,-15,False
2,453,229,210,-19,False
2,534,247,228,-19,False
2,615,265,237,-28,True
2,696,283,264,-19,True
2,777,301,291,-10,True
2,858,319,318,-1,True
-2,813,309,333,24,True
-2,732,291,336,45,True
-2,651,273,309,36,True
-2,570,255,285,30,False
-2,489,237,267,30,False
-2,408,219,249,30,False
-2,327,201,231,30,False
-2,246,183,213,30,False
-2,165,165,195,30,False
1,120,153,189,36,False
1,201,162,175,13,False
1,282,171,169,-2,False
1,363,180,175,-5,False
1,444,189,181,-8,False
1,525,198,177,-21,False
1,606,207,195,-12,True
1,687,216,204,-12,True
1,768,225,219,-6,True
1,849,234,222,-12,True
0,816,237,237,0,True
0,726,237,252,15,True
0,636,237,237,0,True
0,546,237,235,-2,False
0,456,237,241,4,False
0,366,237,243,6,False
0,276,237,241,4,False
0,186,237,239,2,False
-2,96,237,241,4,False
-2,186,219,235,16,False
-2,276,201,219,18,False
-2,366,183,201,18,False
-2,456,165,187,22,False
-2,546,147,169,22,False
-2,636,129,148,19,True
-2,726,111,124,13,True
1,816,102,106,4,True
0,846,108,88,-20,True
0,756,108,97,-11,True
0,666,108,106,-2,True
0,576,108,107,-1,False
0,486,108,105,-3,False
0,396,108,101,-7,False
0,306,108,107,-1,False
0,216,108,99,-9,False
0,126,108,97,-11,False
0,156,108,103,-5,False
0,246,108,109,1,False
0,336,108,107,-1,False
0,426,108,109,1,False
0,516,108,115,7,False
0,606,108,113,5,True
0,696,108,104,-4,True
0,786,108,95,-13,True
-2,876,108,104,-4,True
1,786,102,107,5,True
1,696,111,116,5,True
1,606,120,113,-7,True
1,516,129,122,-7,False
1,426,138,132,-6,False
1,336,147,146,-1,False
1,246,156,156,0,False
1,156,165,162,-3,False
-1,129,168,152,-16,False
-1,228,159,162,3,False
-1,327,150,160,10,False
-1,426,141,150,9,False
-1,525,132,136,4,False
-1,624,123,138,15,True
-1,723,114,120,6,True
-1,822,105,99,-6,True
1,833,102,102,0,True
1,734,111,105,-6,True
1,635,120,120,0,True
1,536,129,130,1,False
1,437,138,136,-2,False
1,338,147,142,-5,False
1,239,156,148,-8,False
1,140,165,150,-15,False
-2,151,159,164,5,False
-2,250,141,158,17,False
-2,349,123,144,21,False
-2,448,105,132,27,False
1,547,105,114,9,False
1,646,114,106,-8,True
1,745,123,109,-14,True
1,844,132,124,-8,True
2,811,147,142,-5,True
2,712,165,145,-20,True
2,613,183,172,-11,True
2,514,201,178,-23,False
2,415,219,192,-27,False
2,316,237,210,-27,False
2,217,255,228,-27,False
2,118,273,246,-27,False
-1,180,270,260,-10,False
-1,288,261,262,1,False
-1,396,252,252,0,False
-1,504,243,254,11,False
-1,612,234,251,17,True
-1,720,225,227,2,True
-1,828,216,230,14,True
1,816,217,215,-2,True
1,708,226,212,-14,True
1,600,235,224,-11,True
1,492,244,239,-5,False
1,384,253,253,0,False
1,276,262,255,-7,False
1,168,271,269,-2,False
1,132,280,271,-9,False
1,240,289,285,-4,False
1,348,298,295,-3,False
1,456,307,293,-14,False
1,564,316,303,-13,False
1,672,325,327,2,True
1,780,334,336,2,True
-1,864,341,339,-2,True
-1,756,332,336,4,True
-1,648,323,333,10,True
-1,540,314,334,20,False
-1,432,305,316,11,False
-1,324,296,306,10,False
-1,216,287,296,9,False
-1,108,278,282,4,False
-2,192,261,268,7,False
-2,300,243,260,17,False
-2,408,225,242,17,False
-2,516,207,228,21,False
-2,624,189,208,19,True
-2,732,171,187,16,True
-2,840,153,172,19,True
2,798,159,157,-2,True
2,681,177,163,-14,True
2,564,195,174,-21,False
2,447,213,192,-21,False
2,330,231,210,-21,False
2,213,249,228,-21,False
2,96,267,242,-25,False
2,213,285,260,-25,False
2,330,303,278,-25,False
2,447,321,296,-25,False
2,564,339,310,-29,False
2,681,357,322,-35,True
2,798,375,343,-32,True
1,837,390,364,-26,True
1,720,399,391,-8,True
1,603,408,400,-8,True
1,486,417,415,-2,False
1,369,426,417,-9,False
1,252,435,423,-12,False
1,135,444,429,-15,False
1,18,453,447,-6,False
1,409,105,437,332,False
1,292,114,419,305,False
1,175,123,401,278,False
1,139,132,383,251,False
1,265,141,365,224,False
1,391,150,347,197,False
1,517,159,329,170,False
1,643,168,308,140,True
1,769,177,281,104,True
1,895,186,254,68,True
1,514,231,232,1,False
1,640,240,232,-8,True
1,766,249,220,-29,True
-2,864,255,247,-8,True
-2,738,237,262,25,True
-2,612,219,247,28,True
-2,486,201,232,31,False
-2,360,183,214,31,False
-2,234,165,196,31,False
-2,108,147,178,31,False
-1,206,137,160,23,False
-1,332,128,142,14,False
-1,458,119,134,15,False
-1,584,110,120,10,False
-1,710,101,105,4,True
1,836,106,108,2,True
-1,794,103,111,8,True
1,668,104,108,4,True
1,542,113,105,-8,False
1,416,122,111,-11,False
1,290,131,119,-12,False
1,164,140,133,-7,False
-1,154,141,147,6,False
-1,289,132,137,5,False
-1,424,123,133,10,False
-1,559,114,123,9,False
-1,694,105,111,6,True
1,829,102,96,-6,True
0,814,106,99,-7,True
0,679,106,102,-4,True
0,544,106,103,-3,False
0,409,106,109,3,False
0,274,106,107,1,False
0,139,106,105,-1,False
2,184,118,107,-11,False
2,319,136,125,-11,False
2,454,154,143,-11,False
2,589,172,157,-15,False
2,724,190,171,-19,True
2,859,208,198,-10,True
1,777,219,219,0,True
1,633,228,228,0,True
1,489,237,237,0,False
1,345,246,241,-5,False
1,201,255,251,-4,False
1,121,264,261,-3,False
1,265,273,265,-8,False
1,409,282,283,1,False
1,553,291,265,-26,False
1,697,300,275,-25,True
1,841,309,296,-13,True
1,793,318,311,-7,True
1,649,327,319,-8,False
1,505,336,325,-11,False
1,361,345,339,-6,False
1,217,354,349,-5,False
-2,105,360,355,-5,False
-2,249,342,347,5,False
-2,393,324,333,9,False
-2,537,306,323,17,False
-2,681,288,313,25,True
-2,825,270,298,28,True
-2,969,252,289,37,True
-2,612,269,273,4,False
-2,756,251,263,12,True
0,867,235,254,19,True
0,714,235,247,12,False
0,561,235,241,6,False
0,408,235,241,6,False
0,255,235,229,-6,False
0,102,235,235,0,False
0,466,264,233,-31,False
0,313,264,249,-15,False
0,160,264,261,-3,False
-2,177,254,259,5,False
-2,330,236,249,13,False
-2,483,218,231,13,False
-2,636,200,217,17,False
-2,789,182,198,16,True
0,840,170,180,10,True
0,687,170,171,1,False
0,534,170,171,1,False
0,381,170,165,-5,False
0,228,170,171,1,False
0,75,170,169,-1,False
0,432,202,179,-23,False
0,279,202,193,-9,False
0,126,202,205,3,False
0,218,202,207,5,False
0,380,202,201,-1,False
0,542,202,205,3,False
0,704,202,204,2,True
0,866,202,192,-10,True
1,740,210,204,-6,True
1,578,219,212,-7,False
1,416,228,218,-10,False
1,254,237,224,-13,False
-1,92,246,236,-10,False
-1,263,237,236,-1,False
-1,434,228,230,2,False
-1,605,219,228,9,False
-1,776,210,217,7,True
2,833,210,208,-2,True
2,662,228,223,-5,False
2,491,246,233,-13,False
2,320,264,249,-15,False
2,149,282,267,-15,False
2,206,300,285,-15,False
2,377,318,299,-19,False
2,548,336,313,-23,False
2,719,354,333,-21,True
0,890,372,360,-12,True
0,710,372,375,3,True
0,530,372,379,7,False
0,350,372,383,11,False
0,170,372,377,5,False
1,190,377,383,6,False
1,370,386,387,1,False
1,550,395,401,6,False
1,730,404,407,3,True
0,870,412,416,4,True
0,690,412,407,-5,True
0,510,412,414,2,False
0,330,412,422,10,False
0,150,412,420,8,False
0,480,174,410,236,False
0,300,174,392,218,False
0,120,174,374,200,False
2,268,190,356,166,False
2,457,208,338,130,False
2,646,226,320,94,False
2,835,244,295,51,True
2,521,273,269,-4,False
2,710,291,272,-19,True
-2,857,305,299,-6,True
-2,668,287,308,21,False
-2,479,269,294,25,False
-2,290,251,276,25,False
0,101,233,266,33,False
0,299,233,252,19,False
0,497,233,238,5,False
0,695,233,236,3,True
-2,893,233,239,6,True
-2,695,215,236,21,True
-2,497,197,217,20,False
-2,299,179,203,24,False
1,101,161,185,24,False
1,308,170,175,5,False
1,515,179,173,-6,False
1,722,188,177,-11,True
-1,837,193,192,-1,True
-1,630,184,178,-6,False
-1,423,175,174,-1,False
-1,216,166,176,10,False
2,194,169,174,5,False
2,401,187,176,-11,False
2,608,205,186,-19,False
2,815,223,209,-14,True
2,746,241,230,-11,True
2,539,259,243,-16,False
2,332,277,261,-16,False
2,125,295,279,-16,False
0,287,297,297,0,False
0,494,297,299,2,False
0,701,297,297,0,False
2,862,299,305,6,True
2,655,317,312,-5,False
2,448,335,326,-9,False
2,241,353,340,-13,False
0,173,365,354,-11,False
0,380,365,364,-1,False
0,587,365,366,1,False
0,794,365,374,9,True
2,771,375,383,8,True
2,564,393,374,-19,False
2,357,411,392,-19,False
2,150,429,406,-23,False
2,454,170,412,242,False
2,247,188,394,206,False
-1,133,200,376,176,False
-1,340,191,358,167,False
-1,547,182,340,158,False
-1,754,173,319,146,True
-1,961,164,292,128,True
-1,661,279,284,5,False
-1,868,270,276,6,True
1,707,277,273,-4,True
1,500,286,273,-13,False
1,293,295,279,-16,False
0,86,304,293,-11,False
0,294,304,303,-1,False
0,501,304,297,-7,False
0,708,304,303,-1,False
-1,869,303,305,2,True
-1,662,294,307,13,False
-1,455,285,305,20,False
-1,248,276,291,15,False
-2,134,265,277,12,False
-2,341,247,263,16,False
-2,548,229,245,16,False
-2,755,211,231,20,False
-1,824,196,211,15,True
-1,617,187,198,11,False
-1,410,178,190,12,False
-1,203,169,184,15,False
-1,500,268,170,-98,False
-1,293,259,188,-71,False
0,86,250,206,-44,False
0,294,250,224,-26,False
0,501,250,238,-12,False
0,708,250,234,-16,False
2,869,252,238,-14,True
2,662,270,247,-23,False
2,455,288,261,-27,False
2,248,306,275,-31,False
2,134,324,293,-31,False
2,341,342,311,-31,False
2,548,360,329,-31,False
2,755,378,347,-31,True
-1,824,387,368,-19,True
-1,617,378,377,-1,False
-1,410,369,379,10,False
-1,203,360,373,13,False
0,181,355,363,8,False
0,388,355,365,10,False
0,595,355,363,8,False
0,802,355,366,11,True
-2,779,345,375,30,True
-2,572,327,365,38,False
-2,365,309,347,38,False
-2,158,291,329,38,False
0,228,285,311,26,False
0,435,285,293,8,False
0,642,285,287,2,False
0,849,285,294,9,True
-2,734,271,285,14,True
-2,527,253,282,29,False
-2,320,235,264,29,False
-2,113,217,246,29,False
